sleepStartTimestampGMT,sleepEndTimestampGMT,calendarDate,sleepWindowConfirmationType,deepSleepSeconds,lightSleepSeconds,awakeSleepSeconds,unmeasurableSeconds,retro,remSleepSeconds
2022-03-17T03:01:00.0,2022-03-17T13:13:00.0,2022-03-17,OFF_WRIST,0,0,0,0,false,
2022-03-18T04:20:00.0,2022-03-18T13:40:00.0,2022-03-18,OFF_WRIST,0,0,0,0,false,
2022-03-19T04:38:00.0,2022-03-19T14:41:00.0,2022-03-19,ENHANCED_CONFIRMED,3300,20160,120,0,false,12600
2022-03-20T04:27:00.0,2022-03-20T17:06:00.0,2022-03-20,OFF_WRIST,0,0,0,0,false,
2022-03-21T03:01:00.0,2022-03-21T13:42:00.0,2022-03-21,OFF_WRIST,0,0,0,0,false,
2022-03-22T03:01:00.0,2022-03-22T13:51:00.0,2022-03-22,OFF_WRIST,0,0,0,0,false,
2022-03-23T03:47:00.0,2022-03-23T13:28:00.0,2022-03-23,OFF_WRIST,0,0,0,0,false,
2022-03-24T04:10:00.0,2022-03-24T12:33:00.0,2022-03-24,OFF_WRIST,0,0,0,0,false,
2022-03-25T04:31:00.0,2022-03-25T13:48:00.0,2022-03-25,OFF_WRIST,0,0,0,0,false,
2022-03-26T03:32:00.0,2022-03-26T16:56:00.0,2022-03-26,OFF_WRIST,0,0,0,0,false,
2022-03-27T03:32:00.0,2022-03-27T16:56:00.0,2022-03-27,OFF_WRIST,0,0,0,0,false,
2022-03-28T03:01:00.0,2022-03-28T13:34:00.0,2022-03-28,OFF_WRIST,0,0,0,0,false,
2022-03-29T03:57:00.0,2022-03-29T13:11:00.0,2022-03-29,OFF_WRIST,0,0,0,0,false,
2022-03-30T03:01:00.0,2022-03-30T13:05:00.0,2022-03-30,OFF_WRIST,0,0,0,0,false,
2022-03-31T04:20:00.0,2022-03-31T12:33:00.0,2022-03-31,OFF_WRIST,0,0,0,0,false,
2022-04-01T03:01:00.0,2022-04-01T12:44:00.0,2022-04-01,OFF_WRIST,0,0,0,0,false,
2022-04-02T03:38:00.0,2022-04-02T16:42:00.0,2022-04-02,ENHANCED_CONFIRMED,2040,28860,240,0,false,15900
2022-04-03T05:42:00.0,2022-04-03T15:18:00.0,2022-04-03,OFF_WRIST,0,0,0,0,false,
2022-04-04T03:05:00.0,2022-04-04T13:38:00.0,2022-04-04,OFF_WRIST,0,0,0,0,false,
2022-04-05T04:28:00.0,2022-04-05T12:51:00.0,2022-04-05,ENHANCED_CONFIRMED_FINAL,2280,12060,240,0,false,15600
2022-04-06T03:01:00.0,2022-04-06T13:39:00.0,2022-04-06,OFF_WRIST,0,0,0,0,false,
2022-04-07T03:01:00.0,2022-04-07T12:43:00.0,2022-04-07,OFF_WRIST,0,0,0,0,false,
2022-04-08T04:39:00.0,2022-04-08T12:47:00.0,2022-04-08,ENHANCED_CONFIRMED,0,17460,120,0,false,11700
2022-04-09T04:43:00.0,2022-04-09T13:38:00.0,2022-04-09,ENHANCED_CONFIRMED,0,18300,180,0,false,13620
2022-04-10T04:44:00.0,2022-04-10T13:34:00.0,2022-04-10,ENHANCED_CONFIRMED,2220,16620,180,0,false,12780
2022-04-11T04:48:00.0,2022-04-11T15:42:00.0,2022-04-11,ENHANCED_CONFIRMED_FINAL,2340,21900,120,0,false,14880
2022-04-12T05:08:00.0,2022-04-12T13:54:00.0,2022-04-12,OFF_WRIST,0,0,0,0,false,
2022-04-13T05:55:00.0,2022-04-13T14:05:00.0,2022-04-13,ENHANCED_CONFIRMED_FINAL,2940,18540,0,0,false,7920
2022-04-14T04:39:00.0,2022-04-14T14:06:00.0,2022-04-14,ENHANCED_CONFIRMED_FINAL,3060,18480,240,840,false,11400
2022-04-15T05:00:00.0,2022-04-15T14:30:00.0,2022-04-15,ENHANCED_CONFIRMED_FINAL,600,17520,60,0,false,16020
2022-04-16T03:12:00.0,2022-04-16T15:31:00.0,2022-04-16,OFF_WRIST,0,0,0,0,false,
2022-04-17T04:59:00.0,2022-04-17T13:34:00.0,2022-04-17,ENHANCED_CONFIRMED_FINAL,240,23280,180,1440,false,5760
2022-04-18T05:04:00.0,2022-04-18T13:32:00.0,2022-04-18,ENHANCED_CONFIRMED_FINAL,3180,18900,60,0,false,8340
2022-04-19T04:29:00.0,2022-04-19T12:32:00.0,2022-04-19,ENHANCED_CONFIRMED_FINAL,3240,13320,120,0,false,12300
2022-04-20T04:03:00.0,2022-04-20T12:36:00.0,2022-04-20,OFF_WRIST,0,0,0,0,false,
2022-04-21T05:11:00.0,2022-04-21T12:33:00.0,2022-04-21,ENHANCED_CONFIRMED_FINAL,1980,15300,180,0,false,9060
2022-04-22T03:27:00.0,2022-04-22T12:59:00.0,2022-04-22,OFF_WRIST,0,0,0,0,false,
2022-04-23T05:33:00.0,2022-04-23T14:34:00.0,2022-04-23,ENHANCED_CONFIRMED_FINAL,2400,19380,60,2220,false,8400
2022-04-24T05:45:00.0,2022-04-24T15:09:00.0,2022-04-24,ENHANCED_CONFIRMED_FINAL,0,16140,780,0,false,16920
2022-04-25T03:01:00.0,2022-04-25T13:35:00.0,2022-04-25,OFF_WRIST,0,0,0,0,false,
2022-04-26T03:32:00.0,2022-04-26T16:56:00.0,2022-04-26,OFF_WRIST,0,0,0,0,false,
2022-04-27T02:35:00.0,2022-04-27T14:08:00.0,2022-04-27,ENHANCED_CONFIRMED_FINAL,0,22020,1320,0,false,18240
2022-04-28T03:01:00.0,2022-04-28T13:04:00.0,2022-04-28,OFF_WRIST,0,0,0,0,false,
2022-04-29T03:07:00.0,2022-04-29T14:35:00.0,2022-04-29,OFF_WRIST,0,0,0,0,false,
2022-04-30T05:45:00.0,2022-04-30T16:25:00.0,2022-04-30,ENHANCED_CONFIRMED_FINAL,0,19740,0,780,false,17880
2022-05-01T04:32:00.0,2022-05-01T13:36:00.0,2022-05-01,OFF_WRIST,0,0,0,0,false,
2022-05-02T03:32:00.0,2022-05-02T16:56:00.0,2022-05-02,OFF_WRIST,0,0,0,0,false,
2022-05-03T03:02:00.0,2022-05-03T14:08:00.0,2022-05-03,OFF_WRIST,0,0,0,0,false,
2022-05-04T05:06:00.0,2022-05-04T12:39:00.0,2022-05-04,ENHANCED_CONFIRMED,1680,13620,0,0,false,11880
2022-05-05T03:01:00.0,2022-05-05T12:43:00.0,2022-05-05,OFF_WRIST,0,0,0,0,false,
2022-05-06T04:14:00.0,2022-05-06T13:36:00.0,2022-05-06,ENHANCED_CONFIRMED_FINAL,3720,22380,120,0,false,7500
2022-05-07T04:04:00.0,2022-05-07T14:52:00.0,2022-05-07,ENHANCED_CONFIRMED_FINAL,2220,26700,120,0,false,9840
2022-05-08T03:32:00.0,2022-05-08T16:56:00.0,2022-05-08,OFF_WRIST,0,0,0,0,false,
2022-05-09T03:42:00.0,2022-05-09T17:01:00.0,2022-05-09,OFF_WRIST,0,0,0,0,false,
2022-05-10T04:41:00.0,2022-05-10T12:33:00.0,2022-05-10,ENHANCED_CONFIRMED_FINAL,660,10080,120,0,false,17460
2022-05-11T03:32:00.0,2022-05-11T17:01:00.0,2022-05-11,OFF_WRIST,0,0,0,0,false,
2022-05-12T03:07:00.0,2022-05-12T14:21:00.0,2022-05-12,OFF_WRIST,0,0,0,0,false,
2022-05-13T02:54:00.0,2022-05-13T13:20:00.0,2022-05-13,ENHANCED_CONFIRMED,1680,25140,60,0,false,10680
2022-05-14T03:22:00.0,2022-05-14T15:51:00.0,2022-05-14,OFF_WRIST,0,0,0,0,false,
2022-05-15T06:15:00.0,2022-05-15T17:29:00.0,2022-05-15,OFF_WRIST,0,0,0,0,false,
2022-05-16T03:01:00.0,2022-05-16T14:02:00.0,2022-05-16,OFF_WRIST,0,0,0,0,false,
2022-05-17T04:23:00.0,2022-05-17T12:40:00.0,2022-05-17,ENHANCED_CONFIRMED_FINAL,1920,16440,0,1140,false,10320
2022-05-18T03:12:00.0,2022-05-18T15:11:00.0,2022-05-18,OFF_WRIST,0,0,0,0,false,
2022-05-19T04:59:00.0,2022-05-19T12:32:00.0,2022-05-19,ENHANCED_CONFIRMED_FINAL,0,11940,0,0,false,15240
2022-05-20T03:01:00.0,2022-05-20T12:33:00.0,2022-05-20,OFF_WRIST,0,0,0,0,false,
2022-05-21T06:37:00.0,2022-05-21T17:01:00.0,2022-05-21,ENHANCED_CONFIRMED_FINAL,1860,20880,120,0,false,14580
2022-05-22T05:06:00.0,2022-05-22T13:46:00.0,2022-05-22,ENHANCED_CONFIRMED,3240,21120,0,0,false,6840
2022-05-23T03:32:00.0,2022-05-23T16:56:00.0,2022-05-23,OFF_WRIST,0,0,0,0,false,
2022-05-24T04:10:00.0,2022-05-24T12:30:00.0,2022-05-24,ENHANCED_CONFIRMED_FINAL,2940,15360,180,0,false,11520
2022-05-25T05:12:00.0,2022-05-25T13:01:00.0,2022-05-25,ENHANCED_CONFIRMED,3120,18180,120,0,false,6720
2022-05-26T03:01:00.0,2022-05-26T12:52:00.0,2022-05-26,OFF_WRIST,0,0,0,0,false,
2022-05-27T03:59:00.0,2022-05-27T16:07:00.0,2022-05-27,ENHANCED_CONFIRMED_FINAL,0,15960,60,1320,false,26340
