sleepEndTimestampGMT,retro,awakeSleepSeconds,deepSleepSeconds,sleepStartTimestampGMT,lightSleepSeconds,calendarDate,sleepWindowConfirmationType,unmeasurableSeconds
2022-09-18T14:42:00.0,false,240.0,0.0,2022-09-18T04:56:00.0,17520.0,2022-09-18,ENHANCED_CONFIRMED,0.0
2022-09-19T13:47:00.0,false,360.0,300.0,2022-09-19T04:30:00.0,19260.0,2022-09-19,ENHANCED_CONFIRMED,0.0
2022-09-20T13:01:00.0,false,120.0,1320.0,2022-09-20T04:46:00.0,17700.0,2022-09-20,ENHANCED_CONFIRMED,0.0
2022-09-21T13:01:00.0,false,240.0,780.0,2022-09-21T04:32:00.0,16320.0,2022-09-21,ENHANCED_CONFIRMED,0.0
2022-09-22T13:00:00.0,false,60.0,0.0,2022-09-22T04:38:00.0,17160.0,2022-09-22,ENHANCED_CONFIRMED,0.0
2022-09-23T13:01:00.0,false,0.0,300.0,2022-09-23T04:22:00.0,16200.0,2022-09-23,ENHANCED_CONFIRMED,0.0
2022-09-24T15:01:00.0,false,300.0,1020.0,2022-09-24T05:13:00.0,20400.0,2022-09-24,ENHANCED_CONFIRMED,0.0
2022-09-25T14:30:00.0,false,600.0,1500.0,2022-09-25T04:52:00.0,18900.0,2022-09-25,ENHANCED_CONFIRMED,0.0
2022-09-26T13:00:00.0,false,60.0,3600.0,2022-09-26T04:37:00.0,16620.0,2022-09-26,ENHANCED_CONFIRMED,1260.0
2022-09-27T13:02:00.0,false,480.0,3300.0,2022-09-27T04:13:00.0,16440.0,2022-09-27,ENHANCED_CONFIRMED,0.0
2022-09-28T13:01:00.0,false,300.0,1740.0,2022-09-28T04:38:00.0,18060.0,2022-09-28,ENHANCED_CONFIRMED,0.0
2022-09-29T13:00:00.0,false,60.0,1020.0,2022-09-29T04:23:00.0,20040.0,2022-09-29,ENHANCED_CONFIRMED,0.0
2022-09-30T12:58:00.0,false,0.0,600.0,2022-09-30T04:24:00.0,16260.0,2022-09-30,ENHANCED_CONFIRMED,2220.0
2022-10-01T14:14:00.0,false,0.0,720.0,2022-10-01T05:31:00.0,16560.0,2022-10-01,ENHANCED_CONFIRMED,0.0
2022-10-02T14:10:00.0,false,0.0,900.0,2022-10-02T04:59:00.0,18720.0,2022-10-02,ENHANCED_CONFIRMED,1200.0
2022-10-03T13:01:00.0,false,0.0,420.0,2022-10-03T04:35:00.0,15900.0,2022-10-03,ENHANCED_CONFIRMED,0.0
2022-10-04T14:28:00.0,false,600.0,1560.0,2022-10-04T04:21:00.0,19620.0,2022-10-04,ENHANCED_CONFIRMED,1020.0
2022-10-05T13:01:00.0,false,60.0,2640.0,2022-10-05T04:34:00.0,15480.0,2022-10-05,ENHANCED_CONFIRMED,0.0
2022-10-06T14:34:00.0,false,300.0,1200.0,2022-10-06T04:30:00.0,22920.0,2022-10-06,ENHANCED_CONFIRMED,0.0
2022-10-07T13:01:00.0,false,540.0,2520.0,2022-10-07T04:13:00.0,19740.0,2022-10-07,ENHANCED_CONFIRMED,0.0
2022-10-08T14:04:00.0,false,480.0,2040.0,2022-10-08T04:08:00.0,21240.0,2022-10-08,ENHANCED_CONFIRMED,0.0
2022-10-09T12:01:00.0,false,540.0,720.0,2022-10-09T02:31:00.0,18780.0,2022-10-09,ENHANCED_CONFIRMED,0.0
2022-10-10T14:30:00.0,false,240.0,960.0,2022-10-10T04:58:00.0,17340.0,2022-10-10,ENHANCED_CONFIRMED,0.0
